Name,Diversity,Acceptance
Holy Family University,B-,0.74
Southern Maine Community College,B-,1.0
Alamance Community College,B-,1.0
CUNY Stella & Charles Guttman Community College,B-,1.0
Fresno City College,B-,1.0
Community College of Vermont,B-,1.0
Advanced Technology Institute,B-,0.66
Herzing University - Kenosha,B-,1.0
Itawamba Community College,B-,1.0
James Sprunt Community College,B-,1.0
Strayer University - North Carolina,B-,1.0
Cerritos College,B-,1.0
O'More College of Design,B-,0.47
Pima Medical Institute - Mesa,B-,1.0
Cisco College,B-,1.0
Strayer University - South Carolina,B-,1.0
Vance-Granville Community College,B-,1.0
Wayne County Community College,B-,1.0
Redlands Community College,B-,1.0
Chesapeake College,B-,1.0
Computer Systems Institute,B-,1.0
D G Erwin Technical Center,B-,1.0
Athens Technical College,B-,1.0
Bellevue University,B-,1.0
Eastern International College - Jersey City,B-,1.0
Clatsop Community College,B-,1.0
Treasure Valley Community College,B-,1.0
Culinary Institute LeNôtre,B-,1.0
Porter & Chester Institute - Branford,B-,1.0
Chaffey College,B-,1.0
Platt College - San Diego,B-,1.0
Carl Sandburg College,B-,1.0
Great Lakes Christian College,B-,1.0
Virginia Western Community College,B-,1.0
Mesabi Range Community & Technical College,B-,1.0
Virginia College - Huntsville,B-,1.0
Athens State University,B-,0.6
Lower Columbia College,B-,1.0
SUNY Upstate Medical University,B-,0.6
Illinois Center for Broadcasting - Chicago,B-,1.0
Victor Valley College,B-,1.0
South Central Louisiana Technical College - Young Memorial,B-,1.0
Gogebic Community College,B-,1.0
Amarillo College,B-,1.0
Virginia College - School of Business & Health,B-,1.0
Southwestern College - California,B-,1.0
American Career College - Ontario,B-,1.0
Paul Mitchell the School - Jacksonville,B-,1.0
Daytona College,B-,1.0
Institute of Production & Recording,B-,1.0
Western New Mexico University,B-,1.0
Allen County Community College,B-,1.0
Hillsborough Community College,B-,1.0
Paul D Camp Community College,B-,1.0
Southwestern Community College - Iowa,B-,1.0
Pennco Tech - Bristol,B-,1.0
Casa Loma College - Van Nuys,B-,0.81
Fox Valley Technical College,B-,1.0
Southwest Texas Junior College,B-,1.0
Strayer University - Texas,B-,1.0
University of Phoenix - Oregon,B-,1.0
Ridgewater College,B-,1.0
Arizona Automotive Institute,B-,1.0
Midwestern Baptist Theological Seminary,B-,0.97
Santa Fe Community College,B-,1.0
Mohave Community College,B-,1.0
Talmudical Seminary Oholei Torah,B-,1.0
Eastern Shore Community College,B-,1.0
Antonelli Institute - Erdenheim,B-,1.0
Wichita Area Technical College,B-,1.0
Minnesota State College - Southeast Technical,B-,1.0
School of Automotive Machinists,B-,0.86
Platt College - Ontario,B-,1.0
Virginia College - Birmingham,B-,1.0
"The Art Institute of Raleigh-Durham, a campus of South University",B-,1.0
Richland Community College,B-,1.0
Humphreys College-Stockton  and  Modesto Campuses,B-,1.0
Western Technical College - Wisconsin,B-,1.0
Environmental Technical Institute-Itasca,B-,1.0
Graham Webb International Academy of Hair,B-,1.0
Paul Mitchell the School - Orlando,B-,1.0
Rabbinical College of America,B-,0.74
Rio Salado College,B-,1.0
Lamar Institute of Technology,B-,1.0
"The Art Institute of California - Orange County, a campus of Argosy University",B-,1.0
Catawba Valley Community College,B-,1.0
Penn State Shenango,B-,0.68
Weatherford College,B-,1.0
Broadview University - West Jordan,B-,1.0
Hallmark University,B-,1.0
Orangeburg Calhoun Technical College,B-,1.0
St. Cloud Technical & Community College,B-,1.0
West Kentucky Community & Technical College,B-,1.0
Bryan University - Los Angeles,B-,1.0
Brightwood Career Institute - Philadelphia Mills,B-,1.0
Paul Mitchell the School - Chicago,B-,1.0
Reading Area Community College,B-,1.0
Herzing University - Atlanta,B-,0.85
Ecotech Institute,B-,1.0
Paul Mitchell the School - St Louis,B-,1.0
Roxbury Community College,B-,1.0
Meredith Manor International Equestrian Center,B-,1.0
Glendale Career College,B-,1.0
Northwest Technical College,B-,1.0
Jefferson Davis Community College,B-,1.0
Central Georgia Technical College,B-,0.6
Washington State Community College,B-,1.0
Cazenovia College,B-,0.81
Southern Technical College - Orlando,B-,1.0
Denver School of Nursing,B-,0.6
San Joaquin Valley College - Bakersfield,B-,1.0
Central Lakes College - Brainerd,B-,1.0
Lehigh Carbon Community College,B-,1.0
Baptist Bible College,B-,1.0
Strayer University - District of Columbia,B-,1.0
Middlesex County College,B-,1.0
Pulaski Technical College,B-,1.0
Carrington College California - Pleasant Hill,B-,1.0
Cerro Coso Community College,B-,1.0
Franklin Technology - MSSU,B-,1.0
Lincoln Technical Institute - Allentown,B-,1.0
Crowder College,B-,1.0
Palo Verde College,B-,1.0
Teterboro School of Aeronautics,B-,1.0
Sumner College,B-,1.0
Kankakee Community College,B-,1.0
Virginia College - Austin,B-,1.0
Eastern Suffolk BOCES - School of Practical Nursing,B-,0.93
Career Networks Institute,B-,1.0
Strayer University - Florida,B-,1.0
Northcentral Technical College,B-,1.0
South Central College,B-,1.0
Herzing University - Madison,B-,0.93
Good Samaritan College of Nursing & Health Science,B-,0.77
Macon State College,B-,0.47
Art Academy of Cincinnati,B-,0.23
Fox College,B-,0.66
Vaughn College of Aeronautics & Technology,B-,0.74
Los Angeles Southwest College,B-,1.0
Daymar Institute - Clarksville,B-,1.0
Brightwood College - Las Vegas,B-,1.0
Warren County Community College,B-,1.0
Sinclair Community College,B-,1.0
Olympian University of Cosmetology,B-,1.0
Our Lady of Holy Cross College,B-,1.0
Northland Pioneer College,B-,1.0
Remington College - Fort Worth,B-,0.78
Oak Hills Christian College,B-,0.29
Minnesota School of Business - Richfield,B-,1.0
Capri College - Davenport,B-,1.0
Fortis Institute - Nashville,B-,1.0
Danville Area Community College,B-,1.0
Riverland Community College,B-,1.0
SUNY North Country Community College,B-,1.0
Aveda Institute - Minneapolis,B-,1.0
J.F. Drake State Technical College,B-,1.0
Sauk Valley Community College,B-,1.0
New England Culinary Institute,B-,1.0
Urbana University,B-,0.91
WyoTech - Blairsville,B-,1.0
Sanford-Brown College - Seattle,B-,1.0
Lamar State College - Orange,B-,1.0
Blue Mountain College,B-,0.99
Mott Community College,B-,1.0
Gateway Community & Technical College,B-,1.0
Clarkson College,B-,0.52
The Los Angeles Film School,B-,1.0
Central Virginia Community College,B-,1.0
Bishop State Community College,B-,1.0
Southwest Mississippi Community College,B-,1.0
Berkshire Community College,B-,1.0
Johnston Community College,B-,1.0
Manhattan Area Technical College,B-,1.0
Michael's School of Hair Design & Esthetics,B-,1.0
Arkansas Northeastern College,B-,1.0
Monroe County Community College,B-,1.0
Baker College Center for Graduate Studies,B-,1.0
Mitchell Community College,B-,1.0
Digital Media Arts College,B-,1.0
Maria College of Albany,B-,0.46
Douglas J Aveda Institute,B-,1.0
Aims Community College,B-,1.0
Northeastern Technical College,B-,1.0
Mid-South Community College,B-,1.0
Sandhills Community College,B-,1.0
Carrington College - Mesa,B-,0.99
American National University,B-,1.0
Bel-Rea Institute of Animal Technology,B-,0.36
Anoka-Ramsey Community College,B-,1.0
Utah College of Massage Therapy - Salt Lake City,B-,1.0
Western Technical College - North,B-,1.0
Allegany College of Maryland,B-,1.0
Northwest Mississippi Community College,B-,1.0
Lincoln College of Technology - Melrose Park,B-,1.0
Community College of Allegheny County,B-,1.0
New York Automotive & Diesel Institute,B-,1.0
University of Rio Grande,B-,1.0
Cossatot Community College of the University of Arkansas,B-,1.0
Nashville Auto Diesel College,B-,1.0
Vet Tech Institute of Houston,B-,0.38
Brunswick Community College,B-,1.0
Oakland Community College,B-,1.0
Northeast Iowa Community College - Calmar,B-,1.0
Central Christian College of the Bible,B-,0.35
Carrington College - Phoenix Westside,B-,0.98
Piedmont Community College,B-,1.0
Tacoma Community College,B-,1.0
Orange Technical College - Westside Campus,B-,1.0
Tennessee Technology Center at Memphis,B-,1.0
Henry Ford Community College,B-,1.0
Milan Institute of Cosmetology - Reno,B-,1.0
Southeastern Bible College,B-,1.0
L'Academie de Cuisine,B-,0.89
City Colleges of Chicago - Olive-Harvey College,B-,1.0
Copper Mountain Community College,B-,1.0
Morton College,B-,1.0
Grabber School of Hair Design,B-,1.0
Saint Mary-of-the-Woods College,B-,0.59
Concorde Career Institute - Orlando,B-,0.86
"The Art Institute of Michigan, a branch of The Illinois Institute of Art - Chicago",B-,1.0
Associated Beth Rivkah Schools,B-,0.89
Carrington College - Boise,B-,1.0
Luna Community College,B-,1.0
Holmes Community College,B-,1.0
SUNY Niagara County Community College,B-,1.0
Branford Hall Career Institute - Bohemia,B-,1.0
The Art Institute of Phoenix,B-,1.0
Pontifical College Josephinum,B-,0.82
Rabbinical Seminary of America,B-,0.99
Carrington College California - Citrus Heights,B-,0.98
Jean Madeline Aveda Institute,B-,1.0
Central Ohio Technical College,B-,1.0
Carrington College - Reno,B-,0.91
University of Arkansas Community College - Hope,B-,1.0
Concorde Career College - Portland,B-,0.97
Argosy University - Twin Cities,B-,1.0
YTI Career Institute - York,B-,1.0
Eastern Wyoming College,B-,1.0
Lincoln College of Technology - Indianapolis,B-,1.0
Lincoln Trail College,B-,1.0
Central Alabama Community College,B-,1.0
American National University - Lexington,B-,1.0
Toni & Guy Hairdressing Academy - Colorado Springs,B-,1.0
L.E. Fletcher Technical Community College,B-,1.0
SUNY Adirondack Community College,B-,1.0
Capital Community College,B-,1.0
Salt Lake Community College,B-,1.0
Toni & Guy Hairdressing Academy - Cranston,B-,1.0
Kettering College,B-,1.0
Waukesha County Technical College,B-,1.0
Fremont College,B-,1.0
Nossi College of Art,B-,0.49
Milan Institute - Sparks,B-,1.0
Flathead Valley Community College,B-,1.0
Mount Marty College,B-,0.73
Anoka Technical College,B-,1.0
Madison Media Institute,B-,1.0
Clarks Summit University,B-,0.61
Silver Lake College of the Holy Family,B-,0.47
Big Sandy Community & Technical College,B-,1.0
Ross Medical Education Center - Granger,B-,1.0
Lakeland Community College,B-,1.0
MTI College,B-,0.78
Platt College - Riverside,B-,1.0
Hebrew Theological College,B-,0.97
Southern Arkansas University Tech,B-,1.0
Muskegon Community College,B-,1.0
Triangle Tech - Bethlehem,B-,1.0
Texas A&M Health Science Center,B-,0.6
International Business College - Fort Wayne,B-,0.77
Yeshivath Zichron Moshe,B-,1.0
Mt. Sierra College,B-,1.0
SAE Institute of Technology - Miami,B-,1.0
Rogue Community College,B-,1.0
University of the West,B-,1.0
Southwest University of Visual Arts - Tucson,B-,1.0
Western Dakota Technical Institute,B-,1.0
City College - Gainesville,B-,1.0
St. Joseph's College - New York,B-,0.68
Fortis College - Centerville,B-,1.0
Cleveland State Community College,B-,1.0
Eastern Maine Community College,B-,0.66
Texas State Technical College - Marshall,B-,1.0
Wallace Community College - Dothan,B-,1.0
Pima Medical Institute - Houston,B-,1.0
Xenon International Academy - Omaha,B-,1.0
Three Rivers Community College - Missouri,B-,1.0
Luzerne County Community College,B-,1.0
Brown Aveda Institute - Rocky River,B-,1.0
Phagans School of Hair Design - Clackamas,B-,1.0
James Rumsey Technical Institute,B-,1.0
The Art Institute of Las Vegas,B-,1.0
Columbia State Community College,B-,1.0
Tulsa Welding School - Tulsa,B-,1.0
Strayer University - Pennsylvania,B-,1.0
Technical College of the Lowcountry,B-,1.0
Hair Dynamics Education Center,B-,1.0
Arkansas State University - Beebe,B-,1.0
Stark State College,B-,1.0
City Colleges of Chicago - Malcolm X College,B-,1.0
Coastal Bend College,B-,1.0
Quinebaug Valley Community College,B-,1.0
Northeast Wisconsin Technical College,B-,1.0
Northwest Iowa Community College,B-,1.0
Community College of Beaver County,B-,1.0
South University - Richmond,B-,0.51
Northwest Technical Institute - Arkansas,B-,1.0
Spokane Community College,B-,1.0
Aveda Institute - Baton Rouge,B-,1.0
AmeriTech College - Draper,B-,0.75
Reedley College,B-,1.0
Fortis College - Orange Park,B-,1.0
SAE Institute of Technology - Atlanta,B-,1.0
Arapahoe Community College,B-,1.0
Midwestern Career Center,B-,1.0
L'Ecole Culinaire - St. Louis,B-,1.0
Consolidated School of Business - York,B-,1.0
Wiregrass Georgia Technical College,B-,1.0
Brightwood College - Modesto,B-,1.0
Fortis Institute - Lawrenceville,B-,1.0
Southwestern Community College - North Carolina,B-,1.0
Owensboro Community & Technical College,B-,1.0
Brightwood College - San Diego,B-,1.0
Mercy College of Ohio,B-,0.53
Rappahannock Community College,B-,1.0
The Christ College of Nursing & Health Sciences,B-,0.54
Alexandria Technical & Community College,B-,1.0
Kaplan University - Des Moines,B-,1.0
Southwest Technology Center,B-,1.0
Albany BOCES - Adult Practical Nursing Program,B-,1.0
Lake Area Technical Institute,B-,1.0
Paul Mitchell the School - Louisville,B-,1.0
Motlow State Community College,B-,0.42
Rowan College at Gloucester,B-,1.0
Dawn Career Institute,B-,1.0
City Colleges of Chicago - Kennedy-King College,B-,1.0
St. Paul's School of Nursing - Staten Island,B-,0.6
Bradford School - Pittsburgh,B-,0.89
Vatterott College - Quincy,B-,1.0
Pinnacle Career Institute - North Kansas City,B-,1.0
Manchester Community College - New Hampshire,B-,1.0
Paul Mitchell the School - Houston,B-,1.0
Paul Mitchell the School - Salt Lake City,B-,1.0
Arizona College - Glendale,B-,1.0
Vanguard College of Cosmetology - Slidell,B-,1.0
Twin City Beauty College,B-,1.0
Professional Business College,B-,1.0
Brightwood College - North Hollywood,B-,1.0
John Wood Community College,B-,1.0
Aveda Institute - Tallahassee,B-,1.0
Vatterott College - Sunset Hills,B-,1.0
Southwest Institute of Healing Arts,B-,1.0
Beulah Heights University,B-,1.0
Hair Expressions Academy,B-,1.0
The Baptist College of Florida,B-,0.52
Jones County Junior College,B-,1.0
Renton Technical College,B-,1.0
Tidewater Tech - Trades,B-,1.0
Professional Golfers Career College,B-,1.0
High Tech North,B-,1.0
American Beauty Academy - Maryland,B-,1.0
Pierpont Community & Technical College,B-,1.0
ITI Technical College,B-,1.0
Ner Israel Rabbinical College,B-,0.78
Virginia College - Greenville,B-,1.0
The Studio Academy of Beauty,B-,1.0
Parisian Beauty School,B-,1.0
Brightwood College - Indianapolis South,B-,1.0
Imperial Valley College,B-,1.0
Nebraska Methodist College of Nursing & Allied Health,B-,0.34
Bowling Green State University - Firelands,B-,1.0
Randolph Community College,B-,1.0
Virginia College - Spartanburg,B-,1.0
Kaplan University - Omaha,B-,1.0
Northwest Health Careers,B-,1.0
Rowan-Cabarrus Community College,B-,1.0
Southwest Georgia Technical College,B-,1.0
Texas State Technical College - West Texas,B-,1.0
Everett Community College,B-,1.0
Pearl River Community College,B-,0.86
Galen College of Nursing - San Antonio,B-,0.64
Washington County Community College,B-,1.0
University of South Carolina - Union,B-,0.63
Rob Roy Academy - Worcester,B-,1.0
St. Elizabeth School of Nursing,B-,0.5
University of the Southwest,B-,1.0
College of Health Care Professions - San Antonio,B-,1.0
Sitting Bull College,B-,1.0
Cambridge Institute of Allied Health & Technology - Altamonte Springs,B-,1.0
Federico Beauty Institute,B-,1.0
Southern Crescent Technical College,B-,1.0
Lane Community College,B-,1.0
Kellogg Community College,B-,1.0
Eastern Gateway Community College,B-,1.0
WellSpring School of Allied Health - Kansas City,B-,1.0
Bay de Noc Community College,B-,1.0
Peirce College,B-,1.0
Latter-day Saints Business College,B-,1.0
Bridgerland Applied Technology College,B-,1.0
York County Community College,B-,1.0
Canadian Valley Technology Center,B-,1.0
Compass College of Cinematic Arts,B-,1.0
Central Community College,B-,1.0
Bryan University - Springfield,B-,1.0
Pima Medical Institute - Colorado Springs,B-,1.0
Medical Professional Institute,B-,1.0
Cortiva Institute - Florida,B-,1.0
Odessa College,B-,1.0
Helene Fuld College of Nursing,B-,1.0
Rio Grande Bible Institute,B-,0.78
Boise Bible College,B-,0.98
Concorde Career College - San Bernardino,B-,0.75
Winter Park Tech,B-,1.0
Phillips Community College of the University of Arkansas,B-,1.0
Carlow University,B-,0.81
Asheville-Buncombe Technical Community College,B-,1.0
Lincoln College of Technology - Denver,B-,1.0
Meridian Community College,B-,1.0
PJ's College of Cosmetology - Bowling Green,B-,1.0
Gadsden State Community College,B-,1.0
Paul Mitchell the School - Costa Mesa,B-,1.0
Wisconsin Indianhead Technical College,B-,1.0
Reid State Technical College,B-,1.0
Moraine Park Technical College,B-,1.0
Butler County Community College,B-,1.0
Career Academy of Hair Design,C+,1.0
Beis Medrash Heichal Dovid,C+,0.52
Angeles Institute,C+,1.0
Lawson State Community College - Birmingham,C+,1.0
Eastern Idaho Technical College,C+,1.0
North Georgia Technical College,C+,1.0
Ambria College of Nursing,C+,1.0
Highlands College of Montana Tech,C+,1.0
Fortis Institute - Port Saint Lucie,C+,1.0
Nashua Community College,C+,1.0
Gnomon School of Visual Effects,C+,0.55
Pinellas Technical College - St. Petersburg,C+,1.0
Florida Polytechnic University,C+,0.72
Kenneth Shuler School of Cosmetology - North Augusta,C+,1.0
Ohio University - Eastern,C+,1.0
Euphoria Institute of Beauty Arts & Sciences - Summerlin,C+,1.0
CollegeAmerica - Denver,C+,1.0
Central Louisiana Technical Community College - Alexandria,C+,1.0
Remington College - Houston Southeast,C+,0.75
Rasmussen College - Fargo,C+,0.8
Remington College - Mobile,C+,0.81
Fort Berthold Community College,C+,1.0
Southwestern Indian Polytechnic Institute,C+,1.0
Valley College - Martinsburg,C+,1.0
Morgan Community College,C+,1.0
Carrington College California - Pomona,C+,0.98
Halifax Community College,C+,1.0
Aviation Institute of Maintenance - Orlando,C+,1.0
Taylor College,C+,1.0
Fortis Institute - Erie,C+,1.0
Southeast Arkansas College,C+,1.0
Georgia Career Institute,C+,1.0
CET - Sacramento,C+,1.0
Community Care College,C+,1.0
Sullivan College of Technology & Design,C+,1.0
Northeast Mississippi Community College,C+,1.0
"The Art Institute of California - Sacramento, a campus of Argosy University",C+,1.0
Nebraska Christian College,C+,1.0
Gwinnett College - Lilburn,C+,1.0
Santa Barbara Business College - Santa Maria,C+,1.0
Kaplan University - Lincoln,C+,1.0
South Seattle College,C+,1.0
Bramson ORT College,C+,1.0
Georgia Northwestern Technical College,C+,1.0
The College of New Rochelle,C+,0.73
Paul Mitchell the School - Fayetteville NC,C+,1.0
Empire Beauty School - Springfield,C+,1.0
Brightwood College - Beltsville,C+,1.0
Roane State Community College,C+,0.99
Avalon School of Cosmetology - Phoenix,C+,1.0
Penn Commercial Business/Technical School,C+,0.9
Parker University,C+,1.0
Glen Oaks Community College,C+,1.0
Northwest State Community College,C+,1.0
Nicolet Area Technical College,C+,1.0
Brightwood College - Sacramento,C+,1.0
Gaston College,C+,1.0
NHTI - Concord's Community College,C+,1.0
MotoRing Technical Training Institute - Seekonk,C+,0.94
PowerSport Institute,C+,1.0
Pima Medical Institute - Denver,C+,1.0
St. Charles Community College,C+,1.0
Delta College - Michigan,C+,1.0
Jackson Community College,C+,1.0
Southcentral Kentucky Community & Technical Center,C+,1.0
The Chef's Academy - Morrisville,C+,1.0
Lanier Technical College,C+,1.0
Blackhawk Technical College,C+,1.0
Delta Montrose Technical College,C+,1.0
Oliver Finley Academy of Cosmetology,C+,1.0
Carteret Community College,C+,1.0
McFatter Technical College,C+,1.0
Elizabethtown Community & Technical College,C+,1.0
Housatonic Community College,C+,1.0
Dyersburg State Community College,C+,1.0
Wayne-Finger Lakes BOCES - School of Practical Nursing,C+,0.47
Fortis College - Cincinnati,C+,1.0
Athena Career Academy,C+,1.0
Davidson County Community College,C+,1.0
School of Advertising Art,C+,0.59
Fortis College - Phoenix,C+,1.0
Mandl School - The College of Allied Health,C+,1.0
Francis Tuttle Technology Center,C+,1.0
Maricopa Skill Center,C+,1.0
Great Falls College - Montana State University,C+,1.0
West Coast University - Ontario,C+,0.88
Surry Community College,C+,1.0
Holy Name Medical Center School of Nursing,C+,0.33
University of Akron - Wayne College,C+,1.0
Central Carolina Technical College,C+,1.0
Fortis College - Foley,C+,1.0
SUNY Ulster,C+,1.0
Ogle School - Fort Worth,C+,1.0
Florida School of Massage,C+,1.0
Concorde Career College - Aurora,C+,0.64
Georgia Piedmont Technical College,C+,1.0
Montgomery Community College,C+,1.0
Vatterott College - Kansas City,C+,1.0
Joseph's College,C+,1.0
ATA College,C+,1.0
L'Ecole Culinaire - Memphis,C+,1.0
Crowley's Ridge College,C+,1.0
Hacienda La Puente Adult Education,C+,1.0
Central Technology Center,C+,1.0
Paul Mitchell the School - Columbia,C+,1.0
North Florida Community College,C+,1.0
Vatterott College - Fairview Heights,C+,1.0
Douglas Education Center,C+,1.0
St. Louis College of Health Careers - Fenton,C+,1.0
Mitchell Technical Institute,C+,1.0
Medspa Academies,C+,1.0
Virginia College - Biloxi,C+,1.0
Carrington College - Spokane,C+,1.0
American InterContinental University - Houston,C+,1.0
Remington College - Shreveport,C+,0.72
Great Oaks Career Campuses - Scarlet Oaks,C+,1.0
Robeson Community College,C+,1.0
Milan Institute - Nampa,C+,1.0
Rockingham Community College,C+,1.0
Jefferson College,C+,1.0
Carrington College - Phoenix,C+,0.98
Lincoln University - California,C+,1.0
Pittsburgh Institute of Aeronautics,C+,1.0
Empire Beauty School - Virginia Beach,C+,1.0
Lake Technical Center,C+,1.0
Paul Mitchell the School - Las Vegas,C+,1.0
Southeastern Community College - North Carolina,C+,1.0
Colorado Technical University - Greenwood Village,C+,1.0
Walters State Community College,C+,1.0
CollegeAmerica - Colorado Springs,C+,1.0
Eastern Virginia Career College,C+,0.63
Universal Spa Training Academy,C+,1.0
Porterville College,C+,1.0
Sierra College of Beauty,C+,1.0
Strayer University - Tennessee,C+,1.0
Nebraska College of Technical Agriculture,C+,1.0
Pima Medical Institute - Chula Vista,C+,1.0
Bryant & Stratton College - Syracuse Main,C+,1.0
Creative Images Institute of Cosmetology - North Dayton,C+,1.0
Carroll Community College,C+,1.0
Paul Mitchell the School - Bradley,C+,1.0
Ultimate Medical Academy - Clearwater,C+,1.0
Valley College of Medical Careers,C+,1.0
Great Lakes Institute of Technology,C+,1.0
Fortis Institute - Pensacola,C+,1.0
Central Career Institute,C+,1.0
South University - Virginia Beach,C+,0.34
Mildred Elley School - New York,C+,1.0
Empire Beauty School - Manhattan,C+,1.0
Black Hills Beauty College,C+,1.0
Midwest Technical Institute - Springfield,C+,1.0
North Arkansas College,C+,1.0
"The Art Institute of Tennessee - Nashville, a branch of The Art Institute of Atlanta",C+,1.0
Southeastern Institute - Charlotte,C+,0.73
Henderson Community College,C+,1.0
Brightwood College - Fresno,C+,1.0
Aveda Institute - San Antonio,C+,1.0
Aveda Institute - Tucson,C+,1.0
Newberry School of Beauty,C+,1.0
University of Phoenix - Louisville,C+,1.0
Bergen Community College,C+,1.0
Pennsylvania College of Health Sciences,C+,0.53
Hobart Institute of Welding Technology,C+,1.0
Southern California Health Institute,C+,1.0
Fortis College - Smyrna,C+,1.0
Metropolitan Learning Institute,C+,1.0
Southwest Wisconsin Technical College,C+,1.0
Aveda Institute - Las Vegas,C+,1.0
Ohio State University Agricultural Technical Institute,C+,1.0
Vanguard College of Cosmetology - Metairie,C+,1.0
Cleveland Community College,C+,1.0
North Central Kansas Technical College,C+,1.0
Sojourner-Douglass College,C+,1.0
Wilson Community College,C+,1.0
Capri College - Dubuque,C+,1.0
Empire Beauty School - Malden,C+,1.0
Sheridan Technical College,C+,1.0
Blake Austin College,C+,1.0
Arlington Career Institute,C+,1.0
Brightwood College in San Antonio (San Pedro),C+,1.0
Pine Technical College,C+,1.0
University of Nebraska Medical Center,C+,0.6
Paul Mitchell the School - Colorado Springs,C+,1.0
California Nurses Educational Institute,C+,1.0
Middle Georgia Technical College,C+,0.6
Remington College - Nashville,C+,0.62
Arkansas State University - Newport,C+,1.0
Intellitec College - Grand Junction,C+,1.0
Brookline College - Mesa,C+,1.0
Roanoke-Chowan Community College,C+,1.0
Berk Trade & Business School,C+,1.0
North Central State College,C+,1.0
Yeshivas Novominsk - Adult Education,C+,1.0
College of Health Care Professions - Austin,C+,1.0
Laredo Community College,C+,1.0
Brightwood College in San Antonio (Ingram),C+,1.0
Sampson Community College,C+,1.0
Hibbing Community College - A Technical & Community College,C+,1.0
Isothermal Community College,C+,1.0
AVTEC - Alaska's Institute of Technology,C+,0.49
Clark State Community College,C+,1.0
Tennessee College of Applied Technology - Dickson,C+,1.0
Santa Barbara Business College - Bakersfield,C+,1.0
WyoTech - Daytona,C+,1.0
Stone Academy - Hamden,C+,1.0
West Virginia Northern Community College,C+,1.0
Central Texas Beauty College - Round Rock,C+,1.0
Umpqua Community College,C+,1.0
North Central Missouri College,C+,1.0
Ogeechee Technical College,C+,1.0
Helena College - University of Montana,C+,1.0
Milan Institute - Las Vegas,C+,1.0
State Fair Community College,C+,1.0
Pima Medical Institute - Seattle,C+,1.0
Northshore Technical Community College - Sullivan,C+,1.0
Lincoln Technical Institute - Somerville,C+,1.0
Argosy University - Chicago,C+,1.0
Pima Medical Institute - Renton,C+,1.0
National College of Business & Technology - Nashville,C+,1.0
Hawaii Medical College,C+,1.0
Branford Hall Career Institute - Branford,C+,1.0
Piedmont Technical College,C+,1.0
Great Bay Community College,C+,1.0
Virginia College - Savannah,C+,1.0
Capitol School of Hairstyling & Esthetics,C+,1.0
Branford Hall Career Institute - Windsor,C+,1.0
American Career College - Los Angeles,C+,1.0
Louisiana Delta Community College - Monroe,C+,0.6
George Stone Technical Center,C+,1.0
Ozarks Technical Community College,C+,1.0
Concorde Career Institute - Arlington,C+,0.83
Bellus Academy - Poway,C+,1.0
Paul Mitchell the School - Gastonia,C+,1.0
CollegeAmerica - Fort Collins,C+,1.0
Chamberlain College of Nursing - Atlanta,C+,0.55
Three Rivers Community College - Connecticut,C+,1.0
Lively Technical Center - Adult Education,C+,1.0
Moultrie Technical College,C+,1.0
Alabama Southern Community College,C+,1.0
Lutheran School of Nursing,C+,1.0
Applied Technology Services,C+,0.71
Illinois Valley Community College,C+,1.0
Bridgeport Hospital School of Nursing,C+,1.0
Brightwood College - Lubbock,C+,1.0
Internatonal Salon & Spa Academy,C+,1.0
Tennessee Technology Center at Elizabethton,C+,1.0
Brightwood College - Fort Worth,C+,1.0
Barnes-Jewish College - Goldfarb School of Nursing,C+,0.6
United Tribes Technical College,C+,1.0
Albany Technical College,C+,1.0
Chattanooga College Medical Dental & Technical Careers,C+,1.0
Quest College,C+,1.0
Mid-State Technical College,C+,1.0
Ohio State School of Cosmetology - Canal Winchester,C+,1.0
Concorde Career College - North Hollywood,C+,0.81
IBMC College - Colorado Springs,C+,1.0
Capital Area Technical College,C+,1.0
Fortis College - Landover,C+,1.0
Unitek College,C+,1.0
Tennessee Technology Center at Newbern,C+,1.0
Fortis Institute - Houston North,C+,1.0
Chamberlain College of Nursing - Phoenix,C+,0.6
Manatee Technical Institute,C+,1.0
SUNY Schenectady County Community College,C+,1.0
Chippewa Valley Technical College,C+,1.0
Ross College - Sylvania,C+,1.0
Michigan College of Beauty - Monroe,C+,1.0
Mid Florida Tech - Adult Education,C+,1.0
Paul Mitchell the School - San Diego,C+,1.0
Stanly Community College,C+,1.0
Toni & Guy Hairdressing Academy - Carrollton,C+,1.0
Concorde Career College - Kansas City,C+,0.85
Herzing University - Toledo,C+,0.94
Healing Hands School of Holistic Health,C+,1.0
Concorde Career Institute - Dallas,C+,0.94
Washington-Holmes Technical Center,C+,1.0
Lu Ross Academy,C+,1.0
Herzing University - Brookfield,C+,0.96
Washington County Career Center - Adult Technical Training,C+,1.0
Johnson College,C+,0.38
Richmond School of Health & Technology,C+,1.0
Bellus Academy - El Cajon,C+,1.0
Beaufort County Community College,C+,1.0
Caldwell Community College & Technical Institute,C+,1.0
Davis Applied Technology College,C+,1.0
Refrigeration School,C+,1.0
Virginia Highlands Community College,C+,1.0
Blue Cliff College - Gulfport,C+,1.0
Clackamas Community College,C+,1.0
Grove City College,C+,0.81
Sullivan & Cogliano Training Center,C+,1.0
Jolie Hair & Beauty Academy-Northfield,C+,1.0
Wilkes Community College,C+,1.0
Aveda Institute - Des Moines,C+,1.0
Mercy College of Health Sciences,C+,1.0
